,UCS v8.2.1 Category List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICES,EFFORTS,VOXEfrt,VOX,"A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","Effort, Exert, Exertion, Exhale, Gasping, Grunt, Grunting, Heaving, Inhale, Panting, Pushing, Strain, Struggle, Struggling, Vocal, Vocalization, Wheezing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICES,FEMALE,VOXFem,VOX,Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.,"Chick, Dame, Female, Feminine, Gal, Girl, Lady, Lass, Madam, Miss, Person, Vocal, Vocalization, Woman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICES,FUTZED,VOXFutz,VOX,"P.A. Speakers, Airport announcements, Hospital announcements.","Address, Altered, Announcement, Distorted, Manipulated, Megaphone, Modified, PA, Phone, Processed, Public, Radio, Speaker, Telephone, TV, Vocal, Vocalization, Walkie-Talkie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICES,HISTORICAL,VOXHist,VOX,"For storing famous speeches, famous news broadcasts, presidential speeches.","Annoucement, Broadcast, Decree, Edict, Historical, Lecture, Manifesto, News, Period, Proclamation, Pronouncement, Speech, Statement, Vintage, Vocal, Vocalization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICES,LAUGH,VOXLaff,VOX,A single person laughing.,"Belly, Cackle, Cackling, Chortle, Chortling, Chuckle, Chuckling, Funny, Giggle, Giggling, Guffaw, Guffawing, Haha, Holler, Hoot, Humor, Humour, Hysterical, Joke, Laugh, Laughing, Maniacal, Snicker, Snickering, Snigger, Sniggering, Titter, Tittering, Twitter, Vocal, Vocalization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICES,MALE,VOXMale,VOX,Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.,"Bloke, Boy, Brother, Chap, Dude, Fellow, Gentleman, Guy, Male, Man, Masculine, Person, Vocal, Vocalization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICES,MISC,VOXMisc,VOX,The Voice category is for single voices. Groups of people go into the CROWDS categories.,"Miscellaneous, Vocal, Vocalization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICES,REACTION,VOXReac,VOX,A single Ooo or Aah and things of that nature.,"Aahs, Acknowledgement, Ah, Ahh, Ahhh, Answer, Applause, Booing, Boos, Chanting, Cheers, Comeback, Counter, Em, Er, Excited, Feedback, Gasps, Hm, Hmm, Hollers, Hoots, Laughter, Murmurs, Oh, Ooh, Oohs, Ooo, Reaction, Rejoinder, Reply, Response, Retort, Sighs, Vocal, Vocalization, Whistling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICES,SCREAM,VOXScrm,VOX,"A single scream or yell, battle cry, agonizing death.","Bellow, Clamour, Death, Fall, Hollar, Holler, Howl, Outcry, Scream, Screech, Shout, Shriek, Squeal, Vocal, Vocalization, Wail, Wilhelm, Yell, Yelp, Yowl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICES,SINGING,VOXSing,VOX,"A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","Acappella, Caroling, Chanting, Chorusing, Crooning, Ditty, Hum, Hymning, Melodizing, Performing, Serenading, Sing, Vocal, Vocalization, Vocalizing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICES,WHISPER,VOXWhsp,VOX,A single whispering voice. The crowd equivalent would be CROWDS-QUIET.,"Faint, Gossip, Grumble, Grumbling, Hush, Hushed, Mumble, Murmur, Mutter, Muttering, Quietly, Secret, Softly, Speak, Subdued, Susurration, Undertones, Vocal, Vocalization, Whisper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,BUBBLES,WATRBubl,WATR,"Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","Aerate, Aerated, Aeration, Aqua, Blub, Boil, Boiling, Boils, Bubble, Bubbler, Bubbling, Bubbly, Carbonation, Cauldron, Cavitation, Effervesce, Effervescence, Effervescent, Foam, Froth, Frothy, Glub, Gurgling, H20, Hissing, Potion, Scuba, Simmer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,DRAIN,WATRDran,WATR,"Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","Aqua, Burble, Culvert, Discharge, Diverter, Downspout, Downspouts, Drain, Drainage, Drainages, Draining, Drainpipes, Drains, Flow, Gurgle, Gutter, H20, Leaking, Ooze, Outflow, Outlet, Pipe, Runoff, Seepage, Sewer, Shower, Sink, Storm, Stream, Trickle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,DRIP,WATRDrip,WATR,"Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","Aqua, Cave, Dribble, Drip, Dripping, Drizzle, Drop, H20, Leak, Leaking, Plip, Plop, Seep, Splash, Sprinkle, Trickle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,FIZZ,WATRFizz,WATR,"That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","Aqua, Bubble, Bubbling, Carbonation, Coke, Cola, Crackling, Effervescence, Fizz, Fizzle, Fizzling, Fizzy, Foam, Foaming, Froth, H20, Hiss, Hissing, Perrier, Popping, Seltzer, Sizzle, Sizzling, Snapping, Soda, Sparkle, Sparkling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,FLOW,WATRFlow,WATR,"General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","Aqua, Brook, Creek, Current, Gully, H20, Rill, River, Rivulet, Runnel, Running, Spring, Stream, Tributary, Water, Watercourse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,FOUNTAIN,WATRFoun,WATR,"Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","Aqua, Birdbath, Decorative, Feature, Flow, Fountain, H20, Hiss, Ornamental, Spout, Spray, Trickle, Water, Well, Wishing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,IMPACT,WATRImpt,WATR,"Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","Aqua, Belly, Bellyflop, Cannonball, Charge, Collide, Crash, Depth, Flop, H20, Hit, Slam, Splash, Sploosh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,LAP,WATRLap,WATR,"Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","Aqua, H20, Hull, Lap, Lapping, Ripple, Slap, Slosh, Sloshing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,MISC,WATRMisc,WATR,Water sounds not fitting another category in this list.,"Aqua, H20, Miscellaneous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,MOVEMENT,WATRMvmt,WATR,"Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","Aqua, Bobbing, Churning, Ebbing, Eddying, H20, Rippling, Slosh, Splash, Stirring, Sweep, Swirling, Tread, Wade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,PLUMBING,WATRPlmb,WATR,"Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","Aqua, Aqueduct, Auger, Bathtub, Bidet, Channel, Clog, Commode, Conduit, Crapper, Drain, Drainpipe, Faucet, Fixtures, Flush, Grease, Gutter, H20, P-Trap, Pipage, Pipeline, Pipes, Piping, Plumber, Plumbing, Septic, Sewage, Sewer, Shower, Sink, Spout, Tank, Toilet, Trap, Trough, Valve, Waterworks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,POUR,WATRPour,WATR,"Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","Aqua, Bathe, Discharged, Discharging, Dispense, Douse, Dousing, Dowse, Dowsing, Drench, Drenched, Dump, Empty, Fill, Flow, Gush, H20, Overflow, Pour, Pouring, Sluice, Sluicing, Spill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,SPLASH,WATRSplsh,WATR,"Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","Aqua, Dive, H20, Kerplunk, Plunge, Showering, Slosh, Spattering, Splash, Splattering, Splish, Splosh, Spraying, Submerge, Swim, Wade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,SPRAY,WATRSpray,WATR,"Big sprays of a wave crash, to a hose spray.","Aqua, Gush, H20, Hose, Hosed, Irrigate, Mist, Spray, Sprinkle, Spritz, Squirt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,STEAM,WATRStm,WATR,"Very wet hisses, radiators, saunas. Hot wet steam.","Aqua, Condensation, Evaporation, Fog, H20, Hiss, Mist, Spritz, Sputter, Steam, Superheat, Superheating, Vapor, Vaporization, Wet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,SURF,WATRSurf,WATR,"The general roar of the ocean, not the sport. Constant ocean roaring waves.","Aqua, Beach, Billows, Breakers, Coastline, H20, Rollers, Seashore, Shoreline, Surf, Surge, Swell, Tide, Wash, Waves, Whitecaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,TURBULENT,WATRTurb,WATR,"Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","Agitated, Aqua, Choppy, Churning, Current, H20, Maelstrom, Pool, Raging, Rapids, Riptide, Roil, Roiled, Rough, Squally, Stormy, Swells, Swirl, Swirling, Tempestuous, Torrential, Tumultuous, Turbulent, Undertow, Violent, Water, Wave, Whirlpool, White, Whitecaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,UNDERWATER,WATRUndwtr,WATR,"Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","Aqua, Aquatic, Engulfed, Flooded, Flow, H20, Immersed, Inundated, Plunged, Subaquatic, Subaqueous, Submerged, Submersed, Subsea, Sunken, Undersea, Underwater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,WATERFALL,WATRFall,WATR,Waterfalls from small cascading ones to Niagara falls.,"Aqua, Cascade, Cascading, Cataract, Dam, Falls, H20, Niagara, Plunge, Rapids, Torrent, Victoria, Waterfall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,WAVE,WATRWave,WATR,"For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","Aqua, Billow, Breaker, Breakers, Breakwater, Crest, Current, H20, Ocean, Ripples, Roller, Sea, Seashore, Surf, Surge, Swell, Swells, Tides, Water, Wave, Waves, Whitecap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS,ARMOR,WEAPArmr,WEAP,"Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","Armor, Armorer, Armory, Armour, Armoured, Armourer, Armoury, Bracers, Brassard, Breastplate, Buckler, Chainmail, Cuirass, Domaru, Gauntlets, Greaves, Haramaki, Hauberk, Helm, Helmet, Mail, Of, Pauldron, Plate, Sabatons, Scale, Shield, Shields, Spaulders, Splint, Suit, Tabard, Vambrace, Visor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS,ARROW,WEAPArro,WEAP,"Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","Archer, Arrow, Arrowhead, Bolt, Bowyer, Crossbow, Dart, Fletch, Fletcher, Fletching, Flight, Nock, Projectile, Quarrel, Quiver, Shaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS,AXE,WEAPAxe,WEAP,Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.,"Ax, Axe, Blade, Chop, Chopper, Edge, Handle, Hatchet, Head, Throwing, Tomahawk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS,BLUNT,WEAPBlnt,WEAP,"Blunt weapons, like maces and flails, but also nightsticks.","Ball, Bat, Baton, Bludgeon, Brass, Chain, Club, Cudgel, Flail, Hammer, Joust, Knuckles, Mace, Morning, Nightstick, Nunchuck, Star, Stave, Tonfa, Truncheon, War, Warhammer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS,BOW,WEAPBow,WEAP,"Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","Archer, Bow, Bowyer, Box, Compound, Crossbow, Fletcher, Hornbow, Longbow, Recurve, Release, Shortbow, String, Traditional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS,KNIFE,WEAPKnif,WEAP,"Smaller knives, WEAPONS-SWORDS has it own subcategory here.","Army, Bayonet, Blade, Bowie, Butcher, Butterfly, Chef, Cleaver, Dagger, Dirk, Hunting, Jack, Kitchen, Knife, Machete, Penknife, Pocket, Pocketknife, Scalpel, Shealth, Steak, Stiletto, Survival, Swiss, Switchblade, Throwing, Trench, Utility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS,MISC,WEAPMisc,WEAP,Weapon sounds not fitting another category in this list.,"Boomerang, Slingshot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS,POLEARM,WEAPPole,WEAP,"A long spear or long poled weapon with sharp components at the end, like a harpoon.","Fauchard, Glaive, Halberd, Harpoon, Javelin, Lance, Pike, Poleaxe, Pollaxe, Spear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS,SIEGE,WEAPSiege,WEAP,"A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","Ballista, Battering, Bombard, Catapult, Engine, Fire, Mangonel, Mangonon, Onager, Onagro, Petraria, Petrary, Ram, Scorpion, Siege, Springald, Torsion, Tower, Trebuchet, Warwolf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS,SWORD,WEAPSwrd,WEAP,"Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","Blade, Broadsword, Claymore, Cutlass, Dagger, Epee, Falchion, Fencing, Foil, Foils, Katana, Longsword, Machete, Pommel, Rapier, Saber, Sabre, Samurai, Scabbard, Scimitar, Slashing, Sword, Swords, Viking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS,WHIP,WEAPWhip,WEAP,Whip cracks. Make Indiana Jones proud.,"Buggy, Bullwhip, Cat'O'Nine, Crop, Flogger, Horse, Lash, Riding, Scourge, Tails, Thong, Whip, Whipcord, Whipcrack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEATHER,HAIL,HAIL,HAIL,Hail on various surfaces.,"Balls, Frozen, Graupel, Hail, Hailstones, Hailstorm, Ice, Pellets, Rain, Sleet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEATHER,MISC,WTHR,WTHR,Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.,"Atmosphere, Atmospheric, Climate, Conditions, Elements, Forecast, Meteorology, Miscellaneous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEATHER,STORM,STORM,STORM,"Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","Blizzard, Cyclone, Electrical, Gale, Hailstorm, Hurricane, Ice, Monsoon, Rainstorm, Sandstorm, Sleet, Snowstorm, Squall, Storm, Supercell, Tempest, Thunderhead, Thunderstorm, Tornado, Typhoon, Windstorm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEATHER,THUNDER,THUN,THUN,"Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","Boom, Clap, Crack, Crash, Lightening, Lightning, Roar, Roll, Rumble, Thunder, Thunderbolt, Thunderclap, Thunderstorm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHISTLES,HUMAN,WHSTHmn,WHST,"Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","Cheering, Human, Signal, Whistle, Wolf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHISTLES,MECHANICAL,WHSTMech,WHST,"Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","Bird, Call, Coach, Dog, Lifeguard, Pea, Police, Referee, Shrill, Steam, Teapot, Toot, Train",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHISTLES,MISC,WHSTMisc,WHST,Whistle sounds not fitting another category in this list.,Miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND,DESIGNED,WINDDsgn,WIND,"Designed or manufactured or artificial winds, wind machines, synth winds.","Artificial, Designed, Machine, Simulated, Synthetic, Tonal, Wind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND,GENERAL,WIND,WIND,Base and general wind category.,"Air, Atmospheric, Breeze, Current, Draft, Flow, Miscellaneous, Wind, Windy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND,GUST,WINDGust,WIND,"For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","Blast, Blow, Blustery, Breeze, Breezy, Buffet, Buffeting, Crosswind, Downwind, Flurry, Gale, Gales, Gust, Gustation, Gusting, Gusts, Gusty, Headwind, Rush, Strong, Waft, Whirlwinds, Wind, Wisps, Zephyr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND,INTERIOR,WINDInt,WIND,"Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","Abandoned, Breeze, Current, Door, Draft, Gust, House, Interior, Moan, Whistle, Window",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND,TONAL,WINDTonl,WIND,"Wind howls, wind in wires, wind whistles, overtly tonal winds.","Harmonic, Howl, Howling, Moan, Moaning, Roar, Singing, Tonal, Wail, Whistle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND,TURBULENT,WINDTurb,WIND,"Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","Buffet, Choppy, Devil, Dust, Gale, Hurricane, Microburst, Slipstream, Squall, Stormy, Strong, Tempest, Tornado, Turbulence, Turbulent, Twister, Typhoon, Unsteady, Violent, Vortex, Whirlwind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND,VEGETATION,WINDVege,WIND,"Wind through foliage, vegetation, grass, trees, leaves, plants.","Bending, Blowing, Branches, Foliage, Grass, Leaf, Leaves, Plant, Rustle, Rustling, Soughing, Swaying, Tree, Trees, Vegetation, Whispering, Wind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDOWS,COVERING,WNDWCover,WNDW,"Window curtains, blinds, shutters. So a window covering, not the window itself.","Awnings, Blackout, Blind, Blinds, Curtain, Curtains, Drapes, Mini-Blinds, Panes, Shades, Shutter, Shutters, Valances, Veils, Venetian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDOWS,HARDWARE,WNDWHdwr,WNDW,"Window latches, cranks, locks. Window hardware.","Catches, Cranks, Fasteners, Handles, Hinges, Hooks, Latch, Latches, Lock, Locks, Panes, Sash, Slides, Window",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDOWS,KNOCK,WNDWKnck,WNDW,"Knocking on various window surfaces, knocking on GLASS.","Bang, Knock, Knocking, Pane, Panes, Pound, Pounding, Rap, Rapping, Rattle, Tap, Tapping, Thump",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDOWS,METAL,WNDWMetl,WNDW,"Metal framed windows, open and close.","Frame, Metal, Panes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDOWS,MISC,WNDWMisc,WNDW,Window sounds not fitting another category in this list.,"Miscellaneous, Panes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDOWS,PLASTIC,WNDWPlas,WNDW,"Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","Frame, Panes, Plastic, Vinyl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDOWS,WOOD,WNDWWood,WNDW,"Wood framed windows, open and close.","Frame, Panes, Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINGS,BIRD,WINGBird,WING,"Bird wing flaps, hummingbirds, pigeon wings. Group or single.","Avian, Bird, Feather, Feathered, Flap, Flapping, Flight, Flutter, Flying, Pinion, Wing, Winged, Wingspan, Wingspread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINGS,CREATURE,WINGCrea,WING,"Dragon wings, fairy wings, any manner of creature and monster wings.","Angel, Bird, Creature, Dragon, Fairy, Fantastical, Giant, Griffin, Legendary, Monster, Mythical, Phoenix, Sphinx, Supernatural, Wing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINGS,INSECT,WINGInsc,WING,"Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","Bee, Beetle, Bug, Butterfly, Cicada, Damselfly, Dragonfly, Firefly, Flies, Fly, Gnats, Grasshopper, Hornet, Insectoid, Katydid, Ladybug, Locust, Mayfly, Mosquito, Moth, Scarab, Wasp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINGS,MISC,WINGMisc,WING,Wing sounds not fitting another category in this list.,"Appendage, Feather, Miscellaneous, Pinion, Winglet, Wingtip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD,BREAK,WOODBrk,WOOD,"Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","2x4, Apart, Beam, Board, Break, Breaks, Burst, Chip, Crack, Cracking, Cracks, Crumble, Crunches, Crush, Demolish, Destroy, Disintegrate, Dowel, Fracture, Fractures, Fragment, Hardwood, Joist, Log, Lumber, Plank, Plywood, Rafter, Rips, Shatter, Shattering, Shatters, Smash, Snap, Snapping, Softwood, Splinter, Splintering, Split, Stud, Timber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD,CRASH & DEBRIS,WOODCrsh,WOOD,"Group wood crashes and debris, and pieces falling, as in after an explosion.","2x4, Beam, Board, Boards, Broken, Collision, Crash, Debris, Dowel, Fall, Fell, Fragments, Hardwood, Joist, Log, Lumber, Plank, Planks, Plywood, Rafter, Remains, Rubble, Ruins, Shards, Smash, Softwood, Splintered, Splinters, Stud, Timber, Wreckage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD,FRICTION,WOODFric,WOOD,"Wood stress, especially creaks. But also scrapes, squeaks.","2x4, Abrasion, Beam, Board, Creaking, Creaks, Dowel, Grating, Grinding, Hardwood, Joist, Log, Lumber, Plank, Plywood, Rafter, Rasping, Rubbing, Scrapes, Scraping, Scratching, Screech, Screeching, Scuffing, Sliding, Softwood, Squeaks, Stress, Stud, Timber, Wear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
